park_num,site_name,physical,visual,haptic,component_sum,physical_share,visual_share,haptic_share,ternary_x,ternary_y
33,Lowry Lane Waterfront Park,0.1454611727436197,0.4097418739805615,0.1491030841865155,0.7043061309106967,0.20653117495304554,0.5817667289801218,0.2117020960668326,0.6876177770135381,0.1833393932282907
35,Deep Cove’s Parkside Beach,0.30607499188113657,0.28145191270613407,0.5705164247843884,1.158043329371659,0.26430357493377155,0.24304091700856015,0.4926555080576683,0.4893686710373943,0.4266521852922699
36,Seylynn Park,0.5866389502175228,0.07283055175947716,0.6934627986085515,1.3529323005855516,0.43360554697646314,0.05383163054644786,0.5125628224770888,0.31011304178499227,0.4438924253006124
37,Cates Park,0.20057172103651183,0.611667233034469,0.7688993504339624,1.5811383045049432,0.12685273670560474,0.3868524538882656,0.4862948094061297,0.6299998585913305,0.42114365867422004
38,Harbourview Park (riverfront),0.137010410207081,0.20238943926572683,0.7587802408138519,1.0981800902866596,0.12476133142362557,0.18429530917182882,0.6909433594045457,0.5297669888741017,0.5983745018204981
39,Bridgman Park,0.4622330197804744,0.13291859942219458,0.6713937329370462,1.266545352139715,0.36495575859133117,0.10494578752955076,0.5300984538791181,0.3699950144691098,0.4590787275661699
40,Brookswood Pond,0.10027715401381608,0.09711835856889382,0.5912688139208432,0.7886643265035531,0.1271480789024433,0.12314283188065092,0.7497090892169057,0.4979973764891038,0.6492671167099344
42,Emmeline Mohun Park (riverfro,0.10167503534989344,0.11702113583433164,0.02710366365618154,0.24579983484040663,0.41364973013879036,0.47608305314896304,0.1102672167122466,0.5312166615050864,0.09549421087740956
43,Port Haney Wharf,0.3962594970916558,0.08257704590952554,0.2085717843136602,0.6874083273148415,0.576454315936973,0.12012808490710099,0.3034175991559261,0.27183688448506405,0.26276734882431585
44,"Pacific Spirit Regional Park (Acadia, Tower, and Wreck Beaches combined)",0.06125520405562323,0.8804355879191825,0.8135178943429806,1.7552086863177863,0.03489910033668371,0.5016130530701902,0.46348784659312614,0.7333569763667533,0.401392249494992
46,Pitt River Regional Greenway at Harris Rd & fraser Way,0.03682300886848759,0.32729769981523127,0.7538027355926294,1.1179234442763484,0.03293875717252157,0.29277290989017307,0.6742883329373053,0.6299170763588258,0.5839508257991658
49,Kanaka Creek Regional Park (riverfront) 1,0.36614613543018126,0.7213964349303852,0.9128061187155476,2.000348689076114,0.1830411554893914,0.360635342662969,0.4563235018476396,0.5887970935867888,0.3951877449439311
