pair,park_num,site_name,x_dimension,y_dimension,x,y,x_median,y_median,x_level,y_level,quadrant_code,quadrant,x_z,y_z,absolute_standardized_difference,divergence_rank,is_top5_divergence
Physical vs visual,10,Kings Mill Walk Park,Physical access,Visual access,0.06639929501553218,0.3838644196125591,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-1.1085149803637415,-0.10985159916389753,0.998663381199844,57,FALSE
Physical vs visual,11,Waterfront Park,Physical access,Visual access,0.5055081130738598,0.24718921839253677,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,1.7100187412551373,-0.5211041879340366,2.2311229291891737,11,FALSE
Physical vs visual,12,Lynnmouth Park (riverfront),Physical access,Visual access,0.37001711200995574,0.23778137184615797,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.8403346452646387,-0.5494121853791774,1.389746830643816,39,FALSE
Physical vs visual,13,Spanish Banks Beach Park and Extension,Physical access,Visual access,0.1402030647872526,0.8668715258411281,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.634786361558007,1.3435058574759609,1.978292219033968,17,FALSE
Physical vs visual,14,Locarno Beach Park,Physical access,Visual access,0.17701687812323236,0.8507385951553779,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.3984873622173494,1.2949622339821616,1.6934495961995109,29,FALSE
Physical vs visual,15,Jericho Beach Park,Physical access,Visual access,0.2149703866910242,0.9090480181924928,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,-0.15487293373674693,1.4704139688956768,1.6252869026324237,31,FALSE
Physical vs visual,16,Kitsilano Beach Park,Physical access,Visual access,0.28395933224338543,0.909775933934774,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,0.28795048829808473,1.4726042508981723,1.1846537626000875,48,FALSE
Physical vs visual,17,Sunset Beach Park,Physical access,Visual access,0.5688698183894384,0.4926248849324661,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,2.116722263814583,0.21740618073614915,1.8993160830784337,20,FALSE
Physical vs visual,18,English Bay Beach Park,Physical access,Visual access,0.5005828490204501,0.8224692441534524,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,1.6784046577944667,1.209900396292396,0.4685042615020707,86,FALSE
Physical vs visual,21,John Hendry (Trout Lake) Park,Physical access,Visual access,0.38394382309172514,0.9957585720577378,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,0.9297268487480049,1.7313240640150431,0.8015972152670382,69,FALSE
Physical vs visual,22,Don Roberts Park,Physical access,Visual access,0.13341571697455556,0.02929494707122,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.6783527120927887,-1.1767431213995112,0.4983904093067225,84,FALSE
Physical vs visual,24,Maquabeak Park,Physical access,Visual access,0.17719112809357696,9.0119552239862e-4,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.397368893634598,-1.2621792775208478,0.8648103838862498,66,FALSE
Physical vs visual,25,Coquitlam River Park,Physical access,Visual access,0.3904805622597937,0.02517318117251796,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.9716846027646434,-1.1891454217511084,2.160830024515752,12,FALSE
Physical vs visual,26,Captain's Cove Park,Physical access,Visual access,0.2668806302730855,0.1901267643171808,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.1783264146171617,-0.692803821449041,0.8711302360662027,65,FALSE
Physical vs visual,31,Fred Gingell Park,Physical access,Visual access,0.1606334096839443,0.9274596394210974,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.503648899344755,1.5258141206871463,2.0294630200319013,15,FALSE
Physical vs visual,32,Panorama Park,Physical access,Visual access,0.25856611619321296,0.36100629616022367,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,0.12495755170837161,-0.17863117556318403,0.3035887272715556,92,FALSE
Physical vs visual,33,Lowry Lane Waterfront Park,Physical access,Visual access,0.13449955536088273,0.4097418739805615,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.6713958145880742,-0.03198692433901727,0.6394088902490569,79,FALSE
Physical vs visual,35,Deep Cove’s Parkside Beach,Physical access,Visual access,0.2398885193560112,0.28145191270613407,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.005070557051246351,-0.418008515793606,0.42307907284485236,87,FALSE
Physical vs visual,36,Seylynn Park,Physical access,Visual access,0.42398441510286367,0.07283055175947716,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,1.1867377630721772,-1.0457454717022794,2.2324832347744565,10,FALSE
Physical vs visual,37,Cates Park,Physical access,Visual access,0.17066109875098529,0.611667233034469,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.4392835788979001,0.5756019133432202,1.0148854922411203,55,FALSE
Physical vs visual,38,Harbourview Park (riverfront),Physical access,Visual access,0.12895447142304228,0.20238943926572683,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.7069883725720373,-0.6559057099202503,0.05108266265178696,112,FALSE
Physical vs visual,39,Bridgman Park,Physical access,Visual access,0.3423537547150115,0.13291859942219458,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.662770218902709,-0.864941895524219,1.5277121144269281,33,FALSE
Physical vs visual,40,Brookswood Pond,Physical access,Visual access,0.10485144071768776,0.09711835856889382,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.861699920239552,-0.9726640104221013,0.11096409018254927,107,FALSE
Physical vs visual,42,Emmeline Mohun Park (riverfro,Physical access,Visual access,0.10576867976093088,0.11702113583433164,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.8558123837842427,-0.9127770038469267,0.05696462006268399,111,FALSE
Physical vs visual,43,Port Haney Wharf,Physical access,Visual access,0.2990643214357327,0.08257704590952554,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.3849057751255615,-1.0164184912781729,1.4013242664037344,38,FALSE
Physical vs visual,44,"Pacific Spirit Regional Park (Acadia, Tower, and Wreck Beaches combined)",Physical access,Visual access,0.07924665215561143,0.8804355879191825,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-1.0260508898152694,1.3843198134390384,2.4103707032543076,8,FALSE
Physical vs visual,46,Pitt River Regional Greenway at Harris Rd & fraser Way,Physical access,Visual access,0.06321513162564767,0.32729769981523127,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-1.1289533580971207,-0.28005957945021587,0.8488937786469049,67,FALSE
Physical vs visual,49,Kanaka Creek Regional Park (riverfront) 1,Physical access,Visual access,0.27930502547380687,0.7213964349303852,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,0.2580756143686031,0.9057745996868928,0.6476989853182897,78,FALSE
Physical vs visual,50,Sapperton Landing Park,Physical access,Visual access,0.34215132443483626,0.6281889561523821,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,0.661470867699803,0.6253154044706057,0.03615546322919727,113,FALSE
Physical vs visual,53,Quayside Park,Physical access,Visual access,0.2472726896555076,0.33732903544335974,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.052467767354007065,-0.2498755174619054,0.30234328481591244,93,FALSE
Physical vs visual,54,Waterfront Esplanade and Park,Physical access,Visual access,0.2931400345611894,0.4232628440129343,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,0.3468792048410487,0.008697368633380314,0.3381818362076684,90,FALSE
Physical vs visual,55,Westminster Pier Park,Physical access,Visual access,0.34881537975205096,0.3789119434714681,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,0.7042458334072972,-0.12475348784352185,0.828999321250819,68,FALSE
Physical vs visual,56,Citadel Landing & Traboulay Trail,Physical access,Visual access,0.1777072044391556,0.23171159996754423,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.3940563238953357,-0.5676759916588963,0.17361966776356058,104,FALSE
Physical vs visual,57,Dominion Park,Physical access,Visual access,0.08706266027028166,0.5037478612569574,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.9758818166068182,0.2508749648860413,1.2267567814928595,46,FALSE
Physical vs visual,58,Lions Park,Physical access,Visual access,0.4864034308177989,0.01939190871231405,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,1.5873903881794111,-1.2065411398069166,2.7939315279863277,4,TRUE
Physical vs visual,59,Shaughnessy Park,Physical access,Visual access,0.3693964824422945,0.05707957444715885,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.8363509735797432,-1.0931398061355087,1.9294907797152518,19,FALSE
Physical vs visual,61,Rocky  Point Park,Physical access,Visual access,0.511968483850032,0.9266397676227408,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,1.7514863049613707,1.5233471449920386,0.2281391599693321,99,FALSE
Physical vs visual,62,Old Orchard Park,Physical access,Visual access,0.18248426259257472,0.7216932304175284,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.3633935384038412,0.9066676505939586,1.2700611889977997,44,FALSE
Physical vs visual,63,Old Mill Site Park,Physical access,Visual access,0.1364296694045122,0.8281694292974966,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.6590068775072953,1.227052124448139,1.8860590019554342,21,FALSE
Physical vs visual,64,Terra Nova Park 1,Physical access,Visual access,0.10051015247527947,0.6254963602717881,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.8895656036494214,0.6172134443745421,1.5067790480239633,35,FALSE
Physical vs visual,65,Tait Waterfront,Physical access,Visual access,0.07096270892251404,0.3613597052777643,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-1.0792235258231395,-0.17756777552289746,0.901655750300242,62,FALSE
Physical vs visual,67,Imperial Landing Park,Physical access,Visual access,0.28650133956343354,0.20140077341978524,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.3042670209148493,-0.6588805830862869,0.9631476040011362,59,FALSE
Physical vs visual,68,North Arm Dyke (riverfront),Physical access,Visual access,0.2034475826589227,0.7665840885369889,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,-0.22883503697050614,1.041743227208779,1.270578264179285,43,FALSE
Physical vs visual,70,Crescent Beach 1,Physical access,Visual access,0.1460759016800114,0.8298061623191196,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.5970900363122469,1.23197701708601,1.829067053398257,25,FALSE
Physical vs visual,72,Horseshoe Bay Park,Physical access,Visual access,0.2950063191924845,0.24949745200158027,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.3588584363005852,-0.5141587652184905,0.8730172015190757,63,FALSE
Physical vs visual,73,Centennial Seawalk,Physical access,Visual access,0.36594653970198365,0.9151971000252628,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,0.8142066222223338,1.4889164170333982,0.6747097948110644,76,FALSE
Physical vs visual,74,West Bay Park,Physical access,Visual access,0.1692220661823276,0.29441868266752774,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.4485203822925674,-0.37899179829834156,0.06952858399422585,109,FALSE
Physical vs visual,75,Erwin Park,Physical access,Visual access,0.11472820591069102,0.7621306780882022,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.798303343782521,1.0283430159080387,1.8266463596905598,26,FALSE
Physical vs visual,76,Caulfield Park 1,Physical access,Visual access,0.15232398412830866,0.8858782502270036,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.556985100242296,1.4006966612059555,1.9576817614482516,18,FALSE
Physical vs visual,77,Gulf Beach Park,Physical access,Visual access,0.1470834655009328,0.48152760261646327,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.5906227268682973,0.18401470927658004,0.7746374361448773,71,FALSE
Physical vs visual,78,Eagle Harbour Beach Park,Physical access,Visual access,0.19019338488779475,0.23269573455428225,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.31391053952160203,-0.5647147529493026,0.2508042134277006,97,FALSE
Physical vs visual,79,Larson Bay Park,Physical access,Visual access,0.0865712522019853,0.35184533580897354,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.9790360466168037,-0.20619629803194323,0.7728397485848604,72,FALSE
Physical vs visual,80,Bellevue Ave Park,Physical access,Visual access,0.24201560131821315,0.00267510010664751,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.01872378375168833,-1.2568416387539645,1.2755654225056527,42,FALSE
Physical vs visual,82,Stearman Beach,Physical access,Visual access,0.08505236692807656,0.6579542162776447,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.9887854052899275,0.7148783988738477,1.7036638041637753,28,FALSE
Physical vs visual,83,Parthenon Park (aka Balmy Beach),Physical access,Visual access,0.08799996248358327,0.16063474546672257,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.9698654994961293,-0.7815446390373298,0.18832086045879948,103,FALSE
Physical vs visual,84,Whytecliff Park 1,Physical access,Visual access,0.08927856920592284,0.7657459265584321,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.9616584309623247,1.039221216775187,2.000879647737512,16,FALSE
Physical vs visual,85,Altamont Beach Park,Physical access,Visual access,0.2361291567031874,0.734221872770708,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,-0.019059886185197532,0.9443660520268992,0.9634259382120967,58,FALSE
Physical vs visual,86,Sandy Cove Park,Physical access,Visual access,0.1579688943230133,0.5629040298758016,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.5207517815637086,0.4288745381009265,0.9496263196646351,60,FALSE
Physical vs visual,87,Kew Beach Park,Physical access,Visual access,0.11163901840303972,0.49721107697980765,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.8181320942075748,0.23120592886331665,1.0493380230708915,53,FALSE
Physical vs visual,88,Garrow Bay Park,Physical access,Visual access,0.12491703848577693,0.311037213219169,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.732903681977064,-0.32898701579272854,0.40391666618433547,88,FALSE
Physical vs visual,89,Citrus Park,Physical access,Visual access,0.2752620073833523,1,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,0.2321244552107207,1.744086424748863,1.5119619695381423,34,FALSE
Physical vs visual,90,Dundarave Park,Physical access,Visual access,0.43665181317797863,0.9406179805547256,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,1.2680467397348574,1.5654072715061733,0.29736053177131594,94,FALSE
Physical vs visual,91,Ambleside Park 1,Physical access,Visual access,0.43643297764261935,0.8880561058727884,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,1.2666420871509578,1.4072497795793086,0.1406076924283508,106,FALSE
Physical vs visual,93,Memorial Park (including Totem Park parcel),Physical access,Visual access,0.5861941651845751,0.80919301099710494,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,2.2279230724501926,1.1699525110438176,1.057970561406375,52,FALSE
Physical vs visual,97,Maplewood Farm,Physical access,Visual access,0.33513782391163716,0.06315163322510865,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.616452897396591,-1.0748691186274189,1.6913220160240099,30,FALSE
Physical vs visual,98,Sutcliffe Park,Physical access,Visual access,0.4480148263804059,0.02944354655326294,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,1.3409831841266153,-1.1762959889194815,2.517279173046097,5,TRUE
Physical vs visual,99,Gladstone-Riverside Park,Physical access,Visual access,0.1976286167284997,0.6664439704168154,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,-0.2661855774865703,0.740423877033674,1.0066094545202442,56,FALSE
Physical vs visual,100,Kinross Corridor – South,Physical access,Visual access,0.16820553880419614,0.02845156120933686,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.4550452266509236,-1.179280850379864,0.7242356237289403,73,FALSE
Physical vs visual,101,New Brighton Park,Physical access,Visual access,0.09668957829802576,0.34745016830979225,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.9140889489152991,-0.21942125761482245,0.6946676913004767,74,FALSE
Physical vs visual,102,David Lam Park,Physical access,Visual access,0.5479418452321281,0.2568757754612278,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,1.9823906456752753,-0.4919575568319103,2.4743482025071857,7,FALSE
Physical vs visual,103,Coopers' Park,Physical access,Visual access,0.6331176222820895,0.23211186939621284,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,2.5291134396787394,-0.5664715900024427,3.095585029681182,3,TRUE
Physical vs visual,104,Creekside Park,Physical access,Visual access,0.6952169468143159,0.5621929193675169,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,2.927714044097905,0.4267348226673789,2.500979221430526,6,FALSE
Physical vs visual,105,Riverfront Park,Physical access,Visual access,0.17124942925001177,0.6196481664973181,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.4355072271537118,0.5996163615979201,1.035123588751632,54,FALSE
Physical vs visual,106,Deering Island Park,Physical access,Visual access,0.06611359981044786,0.24362601938704495,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-1.1103487890610837,-0.5318257731391881,0.5785230159218956,81,FALSE
Physical vs visual,108,Charleson Park,Physical access,Visual access,0.3975657394556431,0.53404762248454,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,1.0171626483626572,0.3420462610153275,0.6751163873473298,75,FALSE
Physical vs visual,110,Hadden Park,Physical access,Visual access,0.12732019682148246,0.7956294510767172,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.7174783875420162,1.1291400660618,1.8466184536038162,24,FALSE
Physical vs visual,111,Vanier Park,Physical access,Visual access,0.11661419911096184,0.5785795191790821,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.7861976077665316,0.47604173082255946,1.262239338589091,45,FALSE
Physical vs visual,112,George Wainborn Park,Physical access,Visual access,0.5831230455108648,0.10920897328215436,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,2.208210295098657,-0.9362836242491465,3.1444939193478034,2,TRUE
Physical vs visual,113,Habitat Island Park,Physical access,Visual access,0.33584417078210427,0.10527612819960272,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.6209867677988635,-0.948117466138485,1.5691042339373484,32,FALSE
Physical vs visual,114,CRAB Park at Portside,Physical access,Visual access,0.39055993260891153,0.25782532193849594,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.9721940619152805,-0.4891003929613011,1.4612944548765816,37,FALSE
Physical vs visual,115,Volunteer Park,Physical access,Visual access,0.19441198256860728,0.24727035493611935,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,-0.2868323772704082,-0.5208600499097693,0.23402767263936108,98,FALSE
Physical vs visual,116,LYNN CANYON PARK,Physical access,Visual access,0.32613774938332185,0.00192935046045704,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.558683587121045,-1.259085582569906,1.8177691696909513,27,FALSE
Physical vs visual,118,Maple Ridge Park,Physical access,Visual access,0.17141026981141494,0.01466741870765499,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.43447483033662326,-1.2207570233592435,0.7862821930226203,70,FALSE
Physical vs visual,119,Galette Park,Physical access,Visual access,0.0895521656265059,0.02707990077664832,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.9599022814480938,-1.1834081455937824,0.22350586414568863,100,FALSE
Physical vs visual,120,Town Centre Park,Physical access,Visual access,0.5515370628544324,0.773819304708096,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,2.005467481503421,1.063513829001341,0.94195365250208,61,FALSE
Physical vs visual,121,Como Lake Park,Physical access,Visual access,0.3031754019339974,0.9483420892338362,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,0.41129381048291486,1.5886489397961836,1.1773551293132687,49,FALSE
Physical vs visual,122,Oxley Street Park,Physical access,Visual access,0.1805676118640685,0.7530912451557595,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.3756960577081622,1.001143566693425,1.3768396244015872,40,FALSE
Physical vs visual,123,Latimer Park,Physical access,Visual access,0.1311765721555443,0.02369782311371055,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.6927252432751007,-1.1935847407762963,0.5008594975011956,83,FALSE
Physical vs visual,125,Seymour River Heritage Park,Physical access,Visual access,0.08490566037735849,0.05750992652887305,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.9897270792973176,-1.0918448864565342,0.10211780715921659,108,FALSE
Physical vs visual,126,Capilano River Regional Park,Physical access,Visual access,0.198607201620196,0.1428776877296237,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,-0.25990427680828065,-0.8349752240896016,0.5750709472813209,82,FALSE
Physical vs visual,127,Klee Wyck Park - DNV,Physical access,Visual access,0.0746927224846371,0,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-1.0552814673296955,-1.2648909544619915,0.209609487132296,102,FALSE
Physical vs visual,128,Klee Wyck Park - DWV,Physical access,Visual access,0.09392770785859632,1.2081741271681e-4,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.9318167299302552,-1.2645274176001118,0.33271068766985656,91,FALSE
Physical vs visual,129,Cross's Cabins,Physical access,Visual access,0.0756075829088142,0.01934493746211317,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-1.0494091986571608,-1.2066824752362442,0.1572732765790834,105,FALSE
Physical vs visual,130,Davidson's Pool,Physical access,Visual access,0.03905320846939258,0.00289731745196696,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-1.28404292221975,-1.25617299178863,0.02786993043112007,114,FALSE
Physical vs visual,131,Coquitlam River Greenway and Natural Areas,Physical access,Visual access,0.09907171237832008,0.04888510228965477,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.8987986041109841,-1.1177967874920116,0.2189981833810275,101,FALSE
Physical vs visual,132,Hockaday Park,Physical access,Visual access,0.08252848650934203,0,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-1.0049855856939383,-1.2648909544619915,0.25990536876805326,95,FALSE
Physical vs visual,134,Marina Park,Physical access,Visual access,0.08439522686813475,0.7075445695342936,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.9930034290293793,0.8640946500501795,1.8570980790795588,23,FALSE
Physical vs visual,135,Bedford Channel Landing,Physical access,Visual access,0.11322609106209192,0.4419232382378495,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.8079450571355847,0.06484607274330709,0.8727911298788918,64,FALSE
Physical vs visual,136,Westwood Park,Physical access,Visual access,0.277231341144887,0.06152625280036439,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.24476513421268684,-1.0797598515580866,1.3245249857707735,41,FALSE
Physical vs visual,137,Klootchman Park,Physical access,Visual access,0.09096040894091108,0.7847117988507498,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.9508631068593293,1.096289097479773,2.047152204339102,14,FALSE
Physical vs visual,138,John Lawson Park,Physical access,Visual access,0.4015446340334604,0.8508836575103951,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,1.0427022141403022,1.2953987233269835,0.2526965091866813,96,FALSE
Physical vs visual,139,Elgin Heritage Park,Physical access,Visual access,0.12600438387839982,0.532183753635991,0.19230268372820103,0.3496477520593829,Low,High,LH,Low-high,-0.7259242738437766,0.3364379218122279,1.0623621956560045,51,FALSE
Physical vs visual,140,National Park,Physical access,Visual access,0.05321834165642424,0.00371044211317373,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-1.1931203446786902,-1.2537263180765803,0.06060597339789009,110,FALSE
Physical vs visual,141,Deep Cove Park,Physical access,Visual access,0.2622336926271273,0.30910535459026633,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.1484988413169743,-0.33479993470693,0.48329877602390425,85,FALSE
Physical vs visual,142,Strathcona Park,Physical access,Visual access,0.0619349180707778,0.2382810823503789,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-1.1371707405018507,-0.5479085677758225,0.5892621727260282,80,FALSE
Physical vs visual,143,Hume Park,Physical access,Visual access,0.36197380036503185,0,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.7887065654530043,-1.2648909544619915,2.053597519914996,13,FALSE
Physical vs visual,144,Park Site on South East False Creek (Hinge Park),Physical access,Visual access,0.660377358490566,0.04767721139194013,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,2.704087119519121,-1.1214313038797894,3.8255184233989104,1,TRUE
Physical vs visual,145,"Stanley Park (Seawall, Second Beach, Third Beach)",Physical access,Visual access,0.19939639383402316,0.8238764436860622,0.19230268372820103,0.3496477520593829,High,High,HH,High-high,-0.2548386421044577,1.214134627854055,1.4689732699585127,36,FALSE
Physical vs visual,146,Lost Lagoon,Physical access,Visual access,0.2722300960167836,0.1139162329600139,0.19230268372820103,0.3496477520593829,High,Low,HL,High-low,0.21266334653742963,-0.9221195863603956,1.1347829328978252,50,FALSE
Physical vs visual,147,Beaver Lake,Physical access,Visual access,0.0977648929411352,0,0.19230268372820103,0.3496477520593829,Low,Low,LL,Low-low,-0.9071867632649259,-1.2648909544619915,0.35770419119706565,89,FALSE
Visual vs haptic,2,Drummond Walk Dog off leash trail,Visual access,Haptic access,0.8455282390624564,0.5003188895500579,0.3496477520593829,0.37501999803951636,High,High,HH,High-high,1.2792843903609277,1.1890116585723027,0.09027273178862494,108,FALSE
Visual vs haptic,6,Burnaby Fraser Foreshore Park,Visual access,Haptic access,0.1727387037712925,0.4483612366536837,0.3496477520593829,0.37501999803951636,Low,High,LH,Low-high,-0.7451241022999676,0.7965577308697178,1.5416818331696853,24,FALSE
Visual vs haptic,7,Deer lake (lakefront),Visual access,Haptic access,0.994904881277802,0.4336513739797683,0.3496477520593829,0.37501999803951636,High,High,HH,High-high,1.7287553277693757,0.6854491056618492,1.0433062221075264,48,FALSE
Visual vs haptic,8,Burnaby Lake,Visual access,Haptic access,0.9712974466865992,0.5954530487497928,0.3496477520593829,0.37501999803951636,High,High,HH,High-high,1.6577210911032467,1.9075925096181054,0.24987141851485872,97,FALSE
Visual vs haptic,10,Kings Mill Walk Park,Visual access,Haptic access,0.3838644196125591,0.4889015301575931,0.3496477520593829,0.37501999803951636,High,High,HH,High-high,-0.10985159916389753,1.1027724370566307,1.2126240362205283,39,FALSE
Visual vs haptic,11,Waterfront Park,Visual access,Haptic access,0.24718921839253677,0.4029474922943135,0.3496477520593829,0.37501999803951636,Low,High,LH,Low-high,-0.5211041879340366,0.45353218310176396,0.9746363710358006,52,FALSE
Visual vs haptic,12,Lynnmouth Park (riverfront),Visual access,Haptic access,0.23778137184615797,0.2408339179939818,0.3496477520593829,0.37501999803951636,Low,Low,LL,Low-low,-0.5494121853791774,-0.7709671047117131,0.2215549193325358,100,FALSE
Visual vs haptic,13,Spanish Banks Beach Park and Extension,Visual access,Haptic access,0.8668715258411281,0.4735911039916032,0.3496477520593829,0.37501999803951636,High,High,HH,High-high,1.3435058574759609,0.9871275503326874,0.35637830714327345,88,FALSE
Visual vs haptic,14,Locarno Beach Park,Visual access,Haptic access,0.8507385951553779,0.4672293282945656,0.3496477520593829,0.37501999803951636,High,High,HH,High-high,1.2949622339821616,0.9390748820482913,0.35588735193387033,89,FALSE
Visual vs haptic,15,Jericho Beach Park,Visual access,Haptic access,0.9090480181924928,0.428966007317617,0.3496477520593829,0.37501999803951636,High,High,HH,High-high,1.4704139688956768,0.6500589283388792,0.8203550405567975,60,FALSE
Visual vs haptic,16,Kitsilano Beach Park,Visual access,Haptic access,0.909775933934774,0.4538454505503992,0.3496477520593829,0.37501999803951636,High,High,HH,High-high,1.4726042508981723,0.8379818746511875,0.6346223762469848,71,FALSE
Visual vs haptic,17,Sunset Beach Park,Visual access,Haptic access,0.4926248849324661,0.2302245053707456,0.3496477520593829,0.37501999803951636,High,Low,HL,High-low,0.21740618073614915,-0.8511036278704988,1.068509808606648,45,FALSE
